090030020E-6,6,Route de Bélesta,09300,L'Aiguillon,C+O,42.915223,1.905059
090030020E-7,7,Route de Bélesta,09300,L'Aiguillon,C+O,42.915401,1.907285
090030020E-86,86,Route de Bélesta,09300,L'Aiguillon,C+O,42.915471,1.904655
090030020E-8,8,Route de Bélesta,09300,L'Aiguillon,C+O,42.915097,1.905469
090030020E-9,9,Route de Bélesta,09300,L'Aiguillon,C+O,42.915313,1.907542
090030025K-1,1,Chemin du Breil,09300,L'Aiguillon,C+O,42.914926,1.914044
090030025K-3,3,Chemin du Breil,09300,L'Aiguillon,C+O,42.914918,1.914318
090030025K-6,6,Chemin du Breil,09300,L'Aiguillon,C+O,42.914295,1.914657
090030025K-8,8,Chemin du Breil,09300,L'Aiguillon,C+O,42.914078,1.915258
090030033U-11,11,Le Carretal,09300,L'Aiguillon,CAD,42.915974,1.914994
090030033U-1,1,Le Carretal,09300,L'Aiguillon,CAD,42.916038,1.914665
090030033U-13,13,Le Carretal,09300,L'Aiguillon,CAD,42.916173,1.915330
090030033U-3,3,Le Carretal,09300,L'Aiguillon,CAD,42.916027,1.914731
090030033U-4,4,Le Carretal,09300,L'Aiguillon,CAD,42.915894,1.915456
090030033U-5,5,Le Carretal,09300,L'Aiguillon,CAD,42.915993,1.914777
090030033U-6,6,Le Carretal,09300,L'Aiguillon,CAD,42.915943,1.915592
090030033U-7,7,Le Carretal,09300,L'Aiguillon,CAD,42.915987,1.914845
090030033U-9,9,Le Carretal,09300,L'Aiguillon,CAD,42.915970,1.914907
090030040B-11,11,Rue des Fontetes,09300,L'Aiguillon,C+O,42.918224,1.898463
090030040B-1,1,Rue des Fontetes,09300,L'Aiguillon,C+O,42.917198,1.899088
090030040B-13,13,Rue des Fontetes,09300,L'Aiguillon,C+O,42.918496,1.898710
090030040B-15,15,Rue des Fontetes,09300,L'Aiguillon,C+O,42.918938,1.898649
090030040B-17,17,Rue des Fontetes,09300,L'Aiguillon,C+O,42.919262,1.898720
